date,username,text,case folding,tokenizing,filtering,stemmed,tweet_final
2/20/2023 6:20,end_oppression,Turkey claims weapons capable of causing an earthquake ,turkey claims weapons capable of causing an earthquake ,"['turkey', 'claims', 'weapons', 'capable', 'of', 'causing', 'an', 'earthquake']","['turkey', 'claims', 'weapons', 'capable', 'causing', 'earthquake']","['turkey', 'claim', 'weapon', 'capabl', 'caus', 'earthquak']",turkey claim weapon capabl caus earthquak
2/20/2023 6:20,FassbenderENG,Mainer helps with earthquake search rescue response in Turkey [Video] ,mainer helps with earthquake search rescue response in turkey [video] ,"['mainer', 'helps', 'with', 'earthquake', 'search', 'rescue', 'response', 'in', 'turkey', '[', 'video', ']']","['mainer', 'helps', 'earthquake', 'search', 'rescue', 'response', 'turkey', '[', 'video', ']']","['mainer', 'help', 'earthquak', 'search', 'rescu', 'respons', 'turkey', '[', 'video', ']']",mainer help earthquak search rescu respons turkey video
2/20/2023 6:22,DEENEWS_IN,Turkey earthquake More than 25 million sick in Turkey and Syria after earthquake rescue operation ends ,turkey earthquake more than 25 million sick in turkey and syria after earthquake rescue operation ends ,"['turkey', 'earthquake', 'more', 'than', '25', 'million', 'sick', 'in', 'turkey', 'and', 'syria', 'after', 'earthquake', 'rescue', 'operation', 'ends']","['turkey', 'earthquake', '25', 'million', 'sick', 'turkey', 'syria', 'earthquake', 'rescue', 'operation', 'ends']","['turkey', 'earthquak', '25', 'million', 'sick', 'turkey', 'syria', 'earthquak', 'rescu', 'oper', 'end']",turkey earthquak 25 million sick turkey syria earthquak rescu oper end
2/20/2023 6:23,lux15336,Another Earthquake In Turkey Would Be Nice,another earthquake in turkey would be nice,"['another', 'earthquake', 'in', 'turkey', 'would', 'be', 'nice']","['another', 'earthquake', 'turkey', 'would', 'nice']","['anoth', 'earthquak', 'turkey', 'would', 'nice']",anoth earthquak turkey would nice
2/20/2023 6:25,RedLights4FF,Death toll in massive earthquakes in Turkey and Syria continues to rise ,death toll in massive earthquakes in turkey and syria continues to rise ,"['death', 'toll', 'in', 'massive', 'earthquakes', 'in', 'turkey', 'and', 'syria', 'continues', 'to', 'rise']","['death', 'toll', 'massive', 'earthquakes', 'turkey', 'syria', 'continues', 'rise']","['death', 'toll', 'massiv', 'earthquak', 'turkey', 'syria', 'continu', 'rise']",death toll massiv earthquak turkey syria continu rise
2/20/2023 6:25,inquirerdotnet,Malaca ang will be conducting an investigation of the fake memorandum circular claiming that President Marcos approved the deduction of salary from all government employees for a relief fund that has been set up for the earthquake victims in Turkey ,malaca ang will be conducting an investigation of the fake memorandum circular claiming that president marcos approved the deduction of salary from all government employees for a relief fund that has been set up for the earthquake victims in turkey ,"['malaca', 'ang', 'will', 'be', 'conducting', 'an', 'investigation', 'of', 'the', 'fake', 'memorandum', 'circular', 'claiming', 'that', 'president', 'marcos', 'approved', 'the', 'deduction', 'of', 'salary', 'from', 'all', 'government', 'employees', 'for', 'a', 'relief', 'fund', 'that', 'has', 'been', 'set', 'up', 'for', 'the', 'earthquake', 'victims', 'in', 'turkey']","['malaca', 'ang', 'conducting', 'investigation', 'fake', 'memorandum', 'circular', 'claiming', 'president', 'marcos', 'approved', 'deduction', 'salary', 'government', 'employees', 'relief', 'fund', 'set', 'earthquake', 'victims', 'turkey']","['malaca', 'ang', 'conduct', 'investig', 'fake', 'memorandum', 'circular', 'claim', 'presid', 'marco', 'approv', 'deduct', 'salari', 'govern', 'employe', 'relief', 'fund', 'set', 'earthquak', 'victim', 'turkey']",malaca ang conduct investig fake memorandum circular claim presid marco approv deduct salari govern employe relief fund set earthquak victim turkey
2/20/2023 6:27,WilliamBAADLDN,I was gonna donate to turkey after the earthquake but because it s a Muslim country I didn t Enough of my tax money goes to support the thousands of Muslims who illegally cross the English Chanel every week And Muslims hate anyone who isn t Muslim so they can fuck off,i was gonna donate to turkey after the earthquake but because it s a muslim country i didn t enough of my tax money goes to support the thousands of muslims who illegally cross the english chanel every week and muslims hate anyone who isn t muslim so they can fuck off,"['i', 'was', 'gon', 'na', 'donate', 'to', 'turkey', 'after', 'the', 'earthquake', 'but', 'because', 'it', 's', 'a', 'muslim', 'country', 'i', 'didn', 't', 'enough', 'of', 'my', 'tax', 'money', 'goes', 'to', 'support', 'the', 'thousands', 'of', 'muslims', 'who', 'illegally', 'cross', 'the', 'english', 'chanel', 'every', 'week', 'and', 'muslims', 'hate', 'anyone', 'who', 'isn', 't', 'muslim', 'so', 'they', 'can', 'fuck', 'off']","['gon', 'na', 'donate', 'turkey', 'earthquake', 'muslim', 'country', 'enough', 'tax', 'money', 'goes', 'support', 'thousands', 'muslims', 'illegally', 'cross', 'english', 'chanel', 'every', 'week', 'muslims', 'hate', 'anyone', 'muslim', 'fuck']","['gon', 'na', 'donat', 'turkey', 'earthquak', 'muslim', 'countri', 'enough', 'tax', 'money', 'goe', 'support', 'thousand', 'muslim', 'illeg', 'cross', 'english', 'chanel', 'everi', 'week', 'muslim', 'hate', 'anyon', 'muslim', 'fuck']",gon na donat turkey earthquak muslim countri enough tax money goe support thousand muslim illeg cross english chanel everi week muslim hate anyon muslim fuck
2/20/2023 6:27,vdelailovu,ANTAKYA KAHRAMANMARAS Turkey Reuters More than 46 000 people have been killed in the earthquake that struck Turkey and Syria and the toll is expected to soar with some 345 000 apartments in Turkey now known to have been destroyed and many still missing ,antakya kahramanmaras turkey reuters more than 46 000 people have been killed in the earthquake that struck turkey and syria and the toll is expected to soar with some 345 000 apartments in turkey now known to have been destroyed and many still missing ,"['antakya', 'kahramanmaras', 'turkey', 'reuters', 'more', 'than', '46', '000', 'people', 'have', 'been', 'killed', 'in', 'the', 'earthquake', 'that', 'struck', 'turkey', 'and', 'syria', 'and', 'the', 'toll', 'is', 'expected', 'to', 'soar', 'with', 'some', '345', '000', 'apartments', 'in', 'turkey', 'now', 'known', 'to', 'have', 'been', 'destroyed', 'and', 'many', 'still', 'missing']","['antakya', 'kahramanmaras', 'turkey', 'reuters', '46', '000', 'people', 'killed', 'earthquake', 'struck', 'turkey', 'syria', 'toll', 'expected', 'soar', '345', '000', 'apartments', 'turkey', 'known', 'destroyed', 'many', 'still', 'missing']","['antakya', 'kahramanmara', 'turkey', 'reuter', '46', '000', 'peopl', 'kill', 'earthquak', 'struck', 'turkey', 'syria', 'toll', 'expect', 'soar', '345', '000', 'apart', 'turkey', 'known', 'destroy', 'mani', 'still', 'miss']",antakya kahramanmara turkey reuter 46 000 peopl kill earthquak struck turkey syria toll expect soar 345 000 apart turkey known destroy mani still miss
2/20/2023 6:29,gemswinc,Turkey s historic city of Antakya known in Roman and medieval times as Antioch has been flattened by powerful earthquakes in the past and rebuilt itself ,turkey s historic city of antakya known in roman and medieval times as antioch has been flattened by powerful earthquakes in the past and rebuilt itself ,"['turkey', 's', 'historic', 'city', 'of', 'antakya', 'known', 'in', 'roman', 'and', 'medieval', 'times', 'as', 'antioch', 'has', 'been', 'flattened', 'by', 'powerful', 'earthquakes', 'in', 'the', 'past', 'and', 'rebuilt', 'itself']","['turkey', 'historic', 'city', 'antakya', 'known', 'roman', 'medieval', 'times', 'antioch', 'flattened', 'powerful', 'earthquakes', 'past', 'rebuilt']","['turkey', 'histor', 'citi', 'antakya', 'known', 'roman', 'mediev', 'time', 'antioch', 'flatten', 'power', 'earthquak', 'past', 'rebuilt']",turkey histor citi antakya known roman mediev time antioch flatten power earthquak past rebuilt
2/20/2023 6:30,PhilippineStar,The document said a President s relief fund for Turkey earthquake victims has been created to extend maximum support to Turkish government and people to help them cope with the distractions caused by the earthquake ,the document said a president s relief fund for turkey earthquake victims has been created to extend maximum support to turkish government and people to help them cope with the distractions caused by the earthquake ,"['the', 'document', 'said', 'a', 'president', 's', 'relief', 'fund', 'for', 'turkey', 'earthquake', 'victims', 'has', 'been', 'created', 'to', 'extend', 'maximum', 'support', 'to', 'turkish', 'government', 'and', 'people', 'to', 'help', 'them', 'cope', 'with', 'the', 'distractions', 'caused', 'by', 'the', 'earthquake']","['document', 'said', 'president', 'relief', 'fund', 'turkey', 'earthquake', 'victims', 'created', 'extend', 'maximum', 'support', 'turkish', 'government', 'people', 'help', 'cope', 'distractions', 'caused', 'earthquake']","['document', 'said', 'presid', 'relief', 'fund', 'turkey', 'earthquak', 'victim', 'creat', 'extend', 'maximum', 'support', 'turkish', 'govern', 'peopl', 'help', 'cope', 'distract', 'caus', 'earthquak']",document said presid relief fund turkey earthquak victim creat extend maximum support turkish govern peopl help cope distract caus earthquak
2/20/2023 6:30,MiddleEastEye,In 2020 the Kahramanmaras governorate and Turkey s disaster management agency Afad worked on a report that mapped the fault lines in the area outlining how devastating an earthquake would be But nothing was done ,in 2020 the kahramanmaras governorate and turkey s disaster management agency afad worked on a report that mapped the fault lines in the area outlining how devastating an earthquake would be but nothing was done ,"['in', '2020', 'the', 'kahramanmaras', 'governorate', 'and', 'turkey', 's', 'disaster', 'management', 'agency', 'afad', 'worked', 'on', 'a', 'report', 'that', 'mapped', 'the', 'fault', 'lines', 'in', 'the', 'area', 'outlining', 'how', 'devastating', 'an', 'earthquake', 'would', 'be', 'but', 'nothing', 'was', 'done']","['2020', 'kahramanmaras', 'governorate', 'turkey', 'disaster', 'management', 'agency', 'afad', 'worked', 'report', 'mapped', 'fault', 'lines', 'area', 'outlining', 'devastating', 'earthquake', 'would', 'nothing', 'done']","['2020', 'kahramanmara', 'governor', 'turkey', 'disast', 'manag', 'agenc', 'afad', 'work', 'report', 'map', 'fault', 'line', 'area', 'outlin', 'devast', 'earthquak', 'would', 'noth', 'done']",2020 kahramanmara governor turkey disast manag agenc afad work report map fault line area outlin devast earthquak would noth done
2/20/2023 6:31,Breakforth6, Even the so called scientist and upon all technology in turkey they couldn t identify when earthquake will start so as to warn the people to leave you think with your little knowledge and technology u can ask the Creator questions who are u mortal being one day u will come back, even the so called scientist and upon all technology in turkey they couldn t identify when earthquake will start so as to warn the people to leave you think with your little knowledge and technology u can ask the creator questions who are u mortal being one day u will come back,"['even', 'the', 'so', 'called', 'scientist', 'and', 'upon', 'all', 'technology', 'in', 'turkey', 'they', 'couldn', 't', 'identify', 'when', 'earthquake', 'will', 'start', 'so', 'as', 'to', 'warn', 'the', 'people', 'to', 'leave', 'you', 'think', 'with', 'your', 'little', 'knowledge', 'and', 'technology', 'u', 'can', 'ask', 'the', 'creator', 'questions', 'who', 'are', 'u', 'mortal', 'being', 'one', 'day', 'u', 'will', 'come', 'back']","['even', 'called', 'scientist', 'upon', 'technology', 'turkey', 'identify', 'earthquake', 'start', 'warn', 'people', 'leave', 'think', 'little', 'knowledge', 'technology', 'u', 'ask', 'creator', 'questions', 'u', 'mortal', 'one', 'day', 'u', 'come', 'back']","['even', 'call', 'scientist', 'upon', 'technolog', 'turkey', 'identifi', 'earthquak', 'start', 'warn', 'peopl', 'leav', 'think', 'littl', 'knowledg', 'technolog', 'u', 'ask', 'creator', 'question', 'u', 'mortal', 'one', 'day', 'u', 'come', 'back']",even call scientist upon technolog turkey identifi earthquak start warn peopl leav think littl knowledg technolog u ask creator question u mortal one day u come back
2/20/2023 6:32,BoobsRLovely, We get constant loops on Turkey and Syria earthquakes It s incredible the way these buildings literally turned to dust, we get constant loops on turkey and syria earthquakes it s incredible the way these buildings literally turned to dust,"['we', 'get', 'constant', 'loops', 'on', 'turkey', 'and', 'syria', 'earthquakes', 'it', 's', 'incredible', 'the', 'way', 'these', 'buildings', 'literally', 'turned', 'to', 'dust']","['get', 'constant', 'loops', 'turkey', 'syria', 'earthquakes', 'incredible', 'way', 'buildings', 'literally', 'turned', 'dust']","['get', 'constant', 'loop', 'turkey', 'syria', 'earthquak', 'incred', 'way', 'build', 'liter', 'turn', 'dust']",get constant loop turkey syria earthquak incred way build liter turn dust
2/20/2023 6:32,ChristiansSTDT,Is this what God was doing while tens of thousands were dying in the earthquake in Syria and Turkey While half a million were suddenly homeless God was like I d better show up in Kentucky and keep this pop star from edging in on my market share ,is this what god was doing while tens of thousands were dying in the earthquake in syria and turkey while half a million were suddenly homeless god was like i d better show up in kentucky and keep this pop star from edging in on my market share ,"['is', 'this', 'what', 'god', 'was', 'doing', 'while', 'tens', 'of', 'thousands', 'were', 'dying', 'in', 'the', 'earthquake', 'in', 'syria', 'and', 'turkey', 'while', 'half', 'a', 'million', 'were', 'suddenly', 'homeless', 'god', 'was', 'like', 'i', 'd', 'better', 'show', 'up', 'in', 'kentucky', 'and', 'keep', 'this', 'pop', 'star', 'from', 'edging', 'in', 'on', 'my', 'market', 'share']","['god', 'tens', 'thousands', 'dying', 'earthquake', 'syria', 'turkey', 'half', 'million', 'suddenly', 'homeless', 'god', 'like', 'better', 'show', 'kentucky', 'keep', 'pop', 'star', 'edging', 'market', 'share']","['god', 'ten', 'thousand', 'die', 'earthquak', 'syria', 'turkey', 'half', 'million', 'suddenli', 'homeless', 'god', 'like', 'better', 'show', 'kentucki', 'keep', 'pop', 'star', 'edg', 'market', 'share']",god ten thousand die earthquak syria turkey half million suddenli homeless god like better show kentucki keep pop star edg market share
